dataset,image_name,attention_blue,attention_lowlight,attention_blur
UIEB_raw_890,141_img_.png,0.20034852623939514,0.1992255449295044,0.6004258990287781
UIEB_raw_890,142_img_.png,0.31817832589149475,0.2702988088130951,0.41152286529541016
UIEB_raw_890,143_img_.png,0.24606484174728394,0.24933932721614838,0.5045958161354065
UIEB_raw_890,144_img_.png,0.2215547114610672,0.162181094288826,0.6162641644477844
UIEB_raw_890,145_img_.png,0.2000313550233841,0.1679370254278183,0.6320316791534424
UIEB_raw_890,146_img_.png,0.3733290731906891,0.26443132758140564,0.3622395992279053
UIEB_raw_890,148_img_.png,0.18215741217136383,0.1961195170879364,0.6217230558395386
UIEB_raw_890,1491.png,0.07888318598270416,0.19241611659526825,0.7287006974220276
UIEB_raw_890,149_img_.png,0.24138566851615906,0.17459489405155182,0.5840194225311279
UIEB_raw_890,14_img_.png,0.15539653599262238,0.2580920159816742,0.5865114331245422
UIEB_raw_890,15001.png,0.018102947622537613,0.23000535368919373,0.7518917322158813
UIEB_raw_890,15003.png,0.013905399478971958,0.23374822735786438,0.752346396446228
UIEB_raw_890,15045.png,0.17379549145698547,0.1815262734889984,0.6446782350540161
UIEB_raw_890,15094.png,0.1479073315858841,0.20523600280284882,0.6468566656112671
UIEB_raw_890,150_img_.png,0.23160134255886078,0.1800009310245514,0.588397741317749
UIEB_raw_890,15113.png,0.19566525518894196,0.15123321115970612,0.6531015634536743
UIEB_raw_890,15136.png,0.1596120148897171,0.2400895059108734,0.6002984642982483
UIEB_raw_890,151_img_.png,0.29361772537231445,0.181533545255661,0.5248487591743469
UIEB_raw_890,152_img_.png,0.15725797414779663,0.1405760645866394,0.702165961265564
UIEB_raw_890,1539.png,0.060241252183914185,0.2294873595237732,0.710271418094635
UIEB_raw_890,153_img_.png,0.2110932469367981,0.2004706859588623,0.5884361267089844
UIEB_raw_890,15418.png,0.019398750737309456,0.181650310754776,0.7989509105682373
UIEB_raw_890,15426.png,0.046954624354839325,0.24188727140426636,0.7111580967903137
UIEB_raw_890,154_img_.png,0.16577747464179993,0.19540852308273315,0.6388139724731445
UIEB_raw_890,15544.png,0.06339366734027863,0.22239923477172852,0.714207112789154
UIEB_raw_890,155_img_.png,0.150901198387146,0.2440895438194275,0.6050091981887817
UIEB_raw_890,156_img_.png,0.10749368369579315,0.20827046036720276,0.6842358112335205
UIEB_raw_890,15704.png,0.1701875627040863,0.2095050811767578,0.6203073859214783
UIEB_raw_890,1573.png,0.11175986379384995,0.2562063932418823,0.6320337057113647
UIEB_raw_890,157_img_.png,0.13876014947891235,0.21559280157089233,0.6456470489501953
UIEB_raw_890,158_img_.png,0.09919366240501404,0.20836791396141052,0.6924384832382202
UIEB_raw_890,159_img_.png,0.14381812512874603,0.185037761926651,0.6711441278457642
UIEB_raw_890,15_img_.png,0.11397582292556763,0.27459460496902466,0.6114295721054077
UIEB_raw_890,160_img_.png,0.3600652515888214,0.17123141884803772,0.4687032997608185
UIEB_raw_890,161_img_.png,0.0837545394897461,0.19341854751110077,0.7228269577026367
UIEB_raw_890,162_img_.png,0.08652731776237488,0.15078771114349365,0.7626849412918091
